client_id,primary_org_id,first_name,last_name,middle_name,aliases,dob,age,gender,indigenous_identity,citizenship_status,veteran_status,primary_language,current_sleeping_location,housing_status,first_homeless_date,current_episode_start_date,days_homeless_past_3_years,chronic_homeless_flag,mental_health_flag,substance_use_flag,physical_health_flag,developmental_flag,bnl_active_flag,bnl_status,ca_enrolled_flag,ca_priority_level,assessment_tool,assessment_date,assessment_total_score,assessment_acuity_level,last_contact_date,ocap_protected,ocap_governing_nation,ocap_data_use_conditions,consent_coverage_level,default_sharing_scope,current_consent_id,phone,email
CLI-0178,ORG-0009,Lawrence,Adkins,Danny,,"May 10, 1983",43,male,non_indigenous,canadian_citizen,False,english,couch_surfing,homeless,"December 05, 2018","May 07, 2020",1065,True,False,True,False,False,False,,True,p1,TAY_VI_SPDAT,2024-06-10,11.0,high,01/20/2026,False,,,full,limited_agencies,CNS-04566,(250) 491-4612,alex18@example.com
CLI-0179,ORG-0003,Robert,Oconnell,,,1975-04-16,51,male,non_indigenous,canadian_citizen,False,english,emergency_shelter,homeless,2020-05-14,2024-03-27,141,False,False,False,False,False,False,,True,p3,local,09/09/2024,8.0,high,03/20/2026,False,,,partial,no_sharing,CNS-04944,(250) 457-2504,ingramcarmen@example.org
CLI-0180,ORG-0007,Ashley,johnson,,,1944-01-10,82,female,non_indigenous,canadian_citizen,False,english,transitional_housing,homeless,2021-10-05,04/11/2023,576,False,False,True,False,False,False,,False,,none,,,,2026-02-18,False,,,partial,single_agency_only,CNS-03826,2503181326,hevans@example.net
CLI-0181,ORG-0003,Eric,Byrd,Susan,,1980-01-14,46,male,first_nations,canadian_citizen,False,english,unsheltered,homeless,2025-02-27,2025-04-30,275,True,True,True,True,False,False,,False,,none,,,,2026-02-11,False,,,full,limited_agencies,CNS-00257,,
CLI-0182,ORG-0005,James,ESPINOZA,,,1946-05-25,80,male,unknown,canadian_citizen,False,english,transitional_housing,homeless,"December 11, 2022",2023-05-02,1037,True,True,True,False,False,False,,False,,VI_SPDAT,2026-01-12,2.0,low,15/03/2026,False,,,partial,all_dsa_agencies,CNS-03776,250-919-4238,
CLI-0183,ORG-0008,Angela,VAUGHN,,Courtney,2006-12-09,20,female,first_nations,unknown,False,english,unsheltered,homeless,2026-03-01,2026-04-19,173,False,True,True,False,False,False,,True,p2,VI_SPDAT,2026-03-07,8.0,high,28/03/2026,True,Pauquachin,No secondary use; annual review; nation data steward approval,minimal,single_agency_only,CNS-01247,(250) 721-8724,simsronald@example.org
CLI-0184,ORG-0005,Ashley,Barton,Melissa,,2000-06-03,26,female,non_indigenous,canadian_citizen,False,english,emergency_shelter,homeless,02/05/2025,2025-09-17,418,True,False,False,False,False,False,,False,,VI_SPDAT,2023-05-10,4.0,moderate,2026-03-29,False,,,minimal,no_sharing,CNS-00263,2503954054,
CLI-0185,ORG-0009,Kyle,Martinez,Tonya,,2003-12-02,23,male,non_indigenous,canadian_citizen,False,french,transitional_housing,homeless,2018-03-21,2023-07-03,123,False,False,False,False,False,False,,False,,VI_SPDAT,07/19/2023,3.0,low,03/18/2026,False,,,partial,all_dsa_agencies,CNS-03462,250.503.5985,davisjessica@example.net
CLI-0186,ORG-0002,Rachel,reed,Ross,,2009-08-20,17,female,non_indigenous,canadian_citizen,False,english,institution,homeless,2024-08-27,2025-02-20,717,False,False,False,False,False,False,,True,p1,none,,,,02/09/2026,False,,,none,limited_agencies,CNS-03531,250.235.0504,
CLI-0187,ORG-0001,JACOB,Hunter,,,1961-01-16,65,male,first_nations,canadian_citizen,False,english,housed,housed,2024-11-06,2024-12-14,398,False,False,True,False,False,True,inactive,True,p2,VI_SPDAT,2025-05-07,4.0,moderate,2026-01-19,True,Esquimalt,No secondary use; annual review; nation data steward approval,partial,limited_agencies,CNS-00267,250-939-8284,littlemichelle@example.com
CLI-0188,ORG-0002,glenn,ATKINSON,Lynn,,2002-02-20,24,male,non_indigenous,canadian_citizen,False,english,couch_surfing,homeless,2019-12-25,2021-10-09,118,True,False,False,True,False,False,,False,,local,2025-07-17,11.0,high,01/24/2026,False,,,full,all_dsa_agencies,CNS-00268,(250) 976-9800,rebecca85@example.com
CLI-0189,ORG-0009,ASHLEY,yU,,Cynthia,1996-02-08,30,female,non_indigenous,canadian_citizen,False,english,unsheltered,homeless,2020-06-23,2021-04-20,994,True,False,True,False,False,False,,False,,VI_SPDAT,2023-12-31,12.0,very_high,2026-03-09,False,,,minimal,limited_agencies,CNS-03601,2504176060,tonya10@example.org
CLI-0190,ORG-0008,Sandra,ZimMerMAN,Ryan,,1981-03-02,45,female,first_nations,canadian_citizen,False,english,emergency_shelter,homeless,2024-06-26,2026-01-13,500,False,False,True,False,False,False,,False,,family,2025-08-05,12.0,very_high,23/02/2026,True,Esquimalt,No secondary use; annual review; nation data steward approval,full,no_sharing,CNS-03653,2508915591,fsanchez@example.org
CLI-0191,ORG-0004,Morgan,Sheppard,,Joseph,1991-10-05,35,female,unknown,canadian_citizen,False,english,unsheltered,homeless,2023-07-23,2024-03-25,200,True,False,False,False,False,False,,False,,VI_SPDAT,2024-08-28,12.0,very_high,2026-02-18,False,,,full,all_dsa_agencies,CNS-00271,(250) 329-7045,
CLI-0192,ORG-0008,Robert,Medina,,Timothy,1966-01-15,60,male,first_nations,refugee_claimant,False,english,transitional_housing,homeless,"October 12, 2022",04/16/2024,454,True,False,False,False,True,False,,False,,family,2025-01-15,8.0,high,01/25/2026,True,Tsawout,No secondary use; annual review; nation data steward approval,full,no_sharing,CNS-04003,2503838884,
CLI-0193,ORG-0006,Jessica,Simon,,,,44,female,non_indigenous,canadian_citizen,False,english,institution,homeless,07/13/2020,2024-02-15,752,True,True,False,False,False,False,,False,,local,2025-07-15,14.0,very_high,2026-03-22,False,,,full,no_sharing,CNS-04507,(250) 227-5500,gwilliams@example.net
CLI-0194,ORG-0009,Debra,Christian,Mariah,,11/23/1992,34,female,unknown,canadian_citizen,False,english,emergency_shelter,homeless,2020-04-17,2026-02-17,76,False,False,True,False,False,False,,True,p2,none,,,,2026-03-16,False,,,full,single_agency_only,CNS-03689,2505450983,johnstondavid@example.org
CLI-0195,ORG-0004,Brandon,Keith,John,,1973-07-19,53,male,non_indigenous,canadian_citizen,False,english,unsheltered,homeless,2018-07-14,2020-03-12,753,False,False,False,False,False,True,inactive,True,p2,VI_SPDAT,09/01/2024,12.0,very_high,2026-02-10,False,,,partial,limited_agencies,CNS-02993,+1-250-513-8291,betty96@example.com
CLI-0196,ORG-0004,John,Bishop,Nicholas,,"May 12, 2000",26,male,non_indigenous,canadian_citizen,False,indigenous_language,emergency_shelter,homeless,2019-10-03,2019-10-20,1069,True,True,False,False,False,True,inactive,True,p1,VI_SPDAT,2026-03-20,15.0,very_high,14/04/2026,False,,,partial,no_sharing,CNS-01713,(250) 289-1412,reedkristin@example.com
CLI-0197,ORG-0006,Allen,Rosales,Hunter,,,47,male,non_indigenous,canadian_citizen,False,french,emergency_shelter,homeless,2018-12-25,"September 20, 2024",837,False,True,False,True,False,True,housed,True,p2,local,2025-01-09,12.0,very_high,2026-03-10,False,,,partial,no_sharing,CNS-01743,,
CLI-0198,ORG-0006,Christy,salinas,,,1990-05-15,36,female,first_nations,unknown,False,other,transitional_housing,homeless,2019-08-13,2021-12-11,651,False,False,False,True,False,False,,False,,none,,,,2026-03-08,True,Songhees,No secondary use; annual review; nation data steward approval,full,all_dsa_agencies,CNS-00279,250-699-5399,bcaldwell@example.org
CLI-0199,ORG-0007,Gina,Beard,Jacqueline,,1988-10-25,38,female,inuit,canadian_citizen,True,english,hotel_motel,homeless,05/25/2019,2022-08-15,884,True,False,False,False,False,False,,True,p1,VI_SPDAT,2025-10-06,12.0,very_high,01/27/2026,True,Pauquachin,No secondary use; annual review; nation data steward approval,minimal,no_sharing,CNS-00283,(250) 660-3530,andrewbautista@example.org
CLI-0200,ORG-0007,Donald,Smith,,,19/12/1981,45,male,non_indigenous,canadian_citizen,False,english,couch_surfing,homeless,2021-04-10,"March 29, 2024",187,True,False,False,False,True,False,,False,,VI_SPDAT,2026-01-18,10.0,high,2026-03-01,False,,,minimal,single_agency_only,CNS-04605,(250) 786-0839,samantha07@example.com
CLI-0201,ORG-0005,Travis,MILLER,,,1998-03-01,28,male,non_indigenous,canadian_citizen,False,english,institution,homeless,2023-11-25,2026-04-09,263,False,False,True,True,False,False,,False,,none,,,,2026-03-04,False,,,minimal,single_agency_only,CNS-02370,250-447-6547,loretta55@example.org
CLI-0202,ORG-0003,Michelle,Freeman,,,1982-05-01,44,female,first_nations,other,True,english,emergency_shelter,homeless,2018-05-16,2025-10-08,1081,False,False,True,True,False,True,inactive,True,p2,VI_SPDAT,2023-01-22,12.0,very_high,01/31/2026,True,Songhees,No secondary use; annual review; nation data steward approval,full,limited_agencies,CNS-03180,(250) 477-2829,sean05@example.com
CLI-0203,ORG-0004,Olivia,vaughn,,,1990-12-09,36,non_binary,non_indigenous,permanent_resident,False,english,emergency_shelter,homeless,01/11/2024,2024-01-15,232,False,False,True,False,False,True,active,True,p2,TAY_VI_SPDAT,"January 15, 2024",0.0,low,2026-03-16,False,,,full,limited_agencies,CNS-01530,250-689-0011,
CLI-0204,ORG-0006,Maria,Henry,,,1988-02-25,38,unknown,first_nations,permanent_resident,False,english,emergency_shelter,homeless,2020-07-15,2025-02-07,625,True,False,False,False,True,False,,True,p2,VI_SPDAT,2025-01-22,4.0,moderate,"February 10, 2026",True,Pauquachin,No secondary use; annual review; nation data steward approval,full,no_sharing,CNS-00291,(250) 601-7890,joy52@example.com
CLI-0205,ORG-0002,REBECCA,davis,,,2004-08-17,22,female,first_nations,canadian_citizen,False,english,emergency_shelter,homeless,2026-02-19,2026-03-22,600,False,False,True,False,False,True,active,True,p2,VI_SPDAT,03/30/2025,16.0,very_high,03/05/2026,True,Pauquachin,No secondary use; annual review; nation data steward approval,none,no_sharing,CNS-03468,(250) 755-2000,
CLI-0206,ORG-0008,daniel,Holt,,,2002-05-16,24,male,non_indigenous,canadian_citizen,False,english,emergency_shelter,homeless,2025-06-01,22/02/2026,1038,True,True,True,False,False,False,,True,p1,VI_SPDAT,2024-12-04,11.0,high,2026-03-29,False,,,full,all_dsa_agencies,CNS-04933,Unknown,leslietorres@example.net
CLI-0207,ORG-0007,Eric,PERKINS,Thomas,,1966-08-15,60,male,metis,canadian_citizen,False,english,transitional_housing,homeless,2023-05-05,03/20/2024,1067,False,False,True,False,False,False,,False,,VI_SPDAT,2024-08-05,12.0,very_high,2026-03-01,True,Pauquachin,No secondary use; annual review; nation data steward approval,full,all_dsa_agencies,CNS-04946,250-479-3498,
CLI-0208,ORG-0001,JOsePh,Coleman,Julie,,2008-11-11,18,male,non_indigenous,canadian_citizen,False,english,unknown,homeless,28/11/2019,2020-02-16,697,False,True,True,True,False,False,,False,,VI_SPDAT,2023-02-11,11.0,high,2026-04-18,False,,,none,all_dsa_agencies,CNS-03803,(250) 705-0028,katherineharris@example.net
CLI-0209,ORG-0006,ERIN,Warner,Joseph,,08/04/1968,58,female,non_indigenous,canadian_citizen,False,english,unsheltered,homeless,2024-01-05,2024-08-11,618,False,False,True,True,False,False,,False,,VI_SPDAT,2023-07-08,10.0,high,04/03/2026,False,,,full,single_agency_only,CNS-04672,(250) 955-6113,
CLI-0210,ORG-0005,David,MARTINEZ,,,,43,male,non_indigenous,canadian_citizen,False,english,couch_surfing,homeless,2025-01-16,2026-01-11,1087,True,False,True,False,False,False,,False,,TAY_VI_SPDAT,2025-08-15,11.0,high,2026-02-22,False,,,none,all_dsa_agencies,CNS-00298,(250) 788-8868,kari25@example.org
CLI-0211,ORG-0009,Cheryl,Wilson,Amanda,,1990-12-22,36,female,non_indigenous,permanent_resident,False,english,unsheltered,homeless,2020-09-04,2021-12-13,337,False,False,False,False,False,False,,False,,VI_SPDAT,2025-06-12,5.0,moderate,2026-03-14,False,,,full,limited_agencies,CNS-01570,2508683164,lopezlance@example.net
CLI-0212,ORG-0003,Pamela,Lopez,,,1980-05-22,46,female,non_indigenous,canadian_citizen,False,english,emergency_shelter,homeless,2025-07-15,"August 30, 2025",842,False,False,True,False,False,False,,False,,VI_SPDAT,09/05/2023,2.0,low,2026-03-26,False,,,minimal,no_sharing,CNS-02989,(250) 548-3105,katherine82@example.com
CLI-0213,ORG-0002,cindy,Washington,Jenny,,,19,female,non_indigenous,canadian_citizen,False,english,hotel_motel,homeless,2022-03-16,2026-02-15,261,False,False,False,False,False,True,active,True,p3,VI_SPDAT,10/24/2023,6.0,moderate,2026-03-06,False,,,none,single_agency_only,CNS-00302,2505245980,
CLI-0214,ORG-0005,Vanessa,Warren,,,1961-11-26,65,non_binary,non_indigenous,canadian_citizen,False,english,institution,homeless,2022-05-12,05/28/2022,834,True,False,True,False,False,False,,False,,local,2024-09-01,4.0,moderate,2026-02-14,False,,,partial,no_sharing,CNS-04496,(250) 349-9858,jphelps@example.net
CLI-0215,ORG-0006,Diane,Garcia,,,1972-08-16,54,female,unknown,canadian_citizen,False,english,unsheltered,homeless,2021-09-01,2024-03-17,86,False,False,True,True,False,False,,False,,VI_SPDAT,2023-01-07,8.0,high,2026-03-11,False,,,partial,single_agency_only,CNS-00305,,amanda62@example.com
CLI-0216,ORG-0006,Cory,PEREZ,Harry,Alexis,,28,male,non_indigenous,canadian_citizen,False,english,unsheltered,homeless,2022-03-27,"June 07, 2025",489,False,False,False,True,False,True,active,True,p2,TAY_VI_SPDAT,2023-07-02,7.0,moderate,2026-03-19,False,,,partial,single_agency_only,CNS-02217,+1-250-887-2485,kirkjill@example.com
CLI-0217,ORG-0003,Kimberly,Hill,,,1961-03-03,65,non_binary,metis,unknown,False,english,couch_surfing,homeless,2022-04-15,2023-01-06,913,True,False,False,False,False,False,,True,p2,VI_SPDAT,06/05/2025,6.0,moderate,2026-02-11,True,Pauquachin,No secondary use; annual review; nation data steward approval,none,limited_agencies,CNS-01275,(250) 584-2856,nguyenjeffrey@example.org
CLI-0218,ORG-0001,Valerie,Tran,Heidi,,1993-04-12,33,female,non_indigenous,other,False,indigenous_language,emergency_shelter,homeless,2024-04-01,2024-05-31,136,False,False,False,False,False,False,,False,,VI_SPDAT,2023-04-04,8.0,high,2026-01-19,False,,,minimal,no_sharing,CNS-04577,2506200710,amycontreras@example.com
CLI-0219,ORG-0005,Cameron,Oneill,,,09/03/2004,22,male,non_indigenous,refugee_claimant,False,english,unsheltered,homeless,2021-02-25,2025-05-06,768,False,True,False,False,False,False,,False,,VI_SPDAT,2024-06-24,16.0,very_high,26/03/2026,False,,,minimal,no_sharing,CNS-03860,250-889-2095,simpsonmartha@example.org
CLI-0220,ORG-0003,Katherine,Salas,Audrey,,1976-11-21,50,female,first_nations,canadian_citizen,False,english,emergency_shelter,homeless,04/07/2019,12/03/2020,283,True,True,True,False,False,True,housed,True,p3,none,,,,2026-02-22,True,Pauquachin,No secondary use; annual review; nation data steward approval,partial,all_dsa_agencies,CNS-01663,(250) 344-7840,nancyalexander@example.org
CLI-0221,ORG-0009,Julie,Alexander,Jack,Brett,1978-11-04,48,female,first_nations,canadian_citizen,False,indigenous_language,transitional_housing,homeless,2025-01-18,2025-06-04,41,False,True,False,False,False,False,,False,,VI_SPDAT,2026-03-11,3.0,low,"February 04, 2026",True,Pauquachin,No secondary use; annual review; nation data steward approval,partial,all_dsa_agencies,CNS-00311,,alexandersanchez@example.org
CLI-0222,ORG-0005,Todd,Woods,Lynn,Richard,1943-07-03,83,male,metis,canadian_citizen,False,english,unknown,homeless,2022-11-07,2024-08-03,298,False,True,False,True,False,False,,False,,VI_SPDAT,2025-03-05,12.0,very_high,2026-03-20,True,Pauquachin,No secondary use; annual review; nation data steward approval,minimal,no_sharing,CNS-00312,,
CLI-0223,ORG-0002,Benjamin,Soto,,,2004-06-20,22,male,non_indigenous,canadian_citizen,False,french,emergency_shelter,homeless,2023-04-03,2025-09-14,192,False,False,False,False,False,False,,False,,none,,,,2026-02-19,False,,,none,single_agency_only,CNS-03317,(250) 769-2866,robertabbott@example.net
CLI-0224,ORG-0001,Anthony,HERNANDEZ,,,2002-07-14,24,male,non_indigenous,permanent_resident,False,french,couch_surfing,homeless,2021-05-05,2023-02-06,961,True,True,True,False,False,True,inactive,True,p1,family,2024-01-19,5.0,moderate,2026-02-15,False,,,partial,all_dsa_agencies,CNS-01941,(250) 630-1547,yburton@example.net
CLI-0225,ORG-0005,Justin,Torres,Victoria,David,2009-02-01,17,male,non_indigenous,canadian_citizen,True,other,transitional_housing,homeless,2022-06-07,2024-02-16,209,False,False,False,False,False,False,,False,,none,,,,2026-01-22,False,,,partial,no_sharing,CNS-02361,(250) 464-4108,jasmine54@example.com
CLI-0226,ORG-0003,Phillip,Obrien,Krystal,,2007-08-05,19,male,first_nations,canadian_citizen,False,english,emergency_shelter,homeless,2018-07-29,04/26/2022,46,True,False,False,False,False,False,,False,,TAY_VI_SPDAT,2026-03-31,6.0,moderate,04/05/2026,False,,,minimal,all_dsa_agencies,CNS-03786,2503398741,michael35@example.net
CLI-0227,ORG-0008,Courtney,Mills,Shannon,,"November 27, 1964",62,female,non_indigenous,canadian_citizen,False,english,emergency_shelter,homeless,2023-01-12,2025-06-23,72,True,False,False,True,False,False,,False,,none,,,,2026-04-04,False,,,minimal,no_sharing,CNS-02551,250-918-7092,chase25@example.net
CLI-0228,ORG-0003,Jeremy,Dalton,Veronica,,1967-03-20,59,male,non_indigenous,canadian_citizen,False,english,emergency_shelter,homeless,01/03/2022,2025-10-20,354,False,True,True,False,False,True,inactive,True,p1,none,,,,2026-02-02,False,,,partial,all_dsa_agencies,CNS-00321,(250) 874-1532,laurariley@example.org
CLI-0229,ORG-0009,Elizabeth,oliver,,Chelsea,1972-01-25,54,female,non_indigenous,canadian_citizen,False,english,emergency_shelter,homeless,"March 11, 2019",2026-01-13,238,False,False,False,False,False,False,,False,,VI_SPDAT,10/01/2025,9.0,high,2026-02-08,False,,,minimal,no_sharing,CNS-01471,(250) 903-5571,gnichols@example.net
CLI-0230,ORG-0009,Natalie,MEZA,,,1998-03-04,28,female,non_indigenous,permanent_resident,False,english,unsheltered,homeless,17/06/2025,20/10/2025,340,False,True,False,False,False,False,,False,,VI_SPDAT,2025-04-18,8.0,high,2026-03-18,False,,,minimal,all_dsa_agencies,CNS-04404,250-311-2471,
CLI-0231,ORG-0008,Christine,Clark,,,2008-06-13,18,unknown,metis,canadian_citizen,False,french,emergency_shelter,homeless,09/15/2022,2024-12-16,653,False,False,False,False,True,False,,False,,family,2023-10-28,11.0,high,2026-04-18,True,Tsawout,No secondary use; annual review; nation data steward approval,none,no_sharing,CNS-04279,(250) 590-0479,
CLI-0232,ORG-0004,Mary,Moore,Glenn,,"November 13, 1961",65,female,unknown,canadian_citizen,False,english,emergency_shelter,homeless,"October 28, 2021",2026-01-25,357,False,True,False,False,False,False,,False,,TAY_VI_SPDAT,2024-09-14,6.0,moderate,2026-03-14,False,,,full,all_dsa_agencies,CNS-01992,+1-250-592-3904,
CLI-0233,ORG-0006,Benjamin,Smith,,,04/11/1981,45,male,non_indigenous,canadian_citizen,False,english,emergency_shelter,homeless,"May 11, 2021",2022-12-14,316,True,True,False,False,False,False,,False,,none,,,,2026-03-06,False,,,none,all_dsa_agencies,CNS-02932,250.351.1181,kbrown@example.org
CLI-0234,ORG-0003,JERRY,WheEleR,Kelly,Jesse,2004-03-16,22,male,first_nations,canadian_citizen,False,english,transitional_housing,homeless,2026-03-18,13/04/2026,363,False,False,False,False,False,False,,False,,family,12/19/2025,17.0,very_high,2026-02-03,False,,,partial,no_sharing,CNS-01738,(250) 615-1644,N/A
CLI-0235,ORG-0008,MICHELLE,WARNER,,,1949-02-20,77,female,first_nations,canadian_citizen,False,english,unsheltered,homeless,"March 08, 2021",2022-05-23,404,True,False,True,False,False,False,,True,p2,VI_SPDAT,05/05/2025,1.0,low,"March 21, 2026",True,Tsawout,No secondary use; annual review; nation data steward approval,minimal,no_sharing,CNS-00331,250.272.9174,jdillon@example.org
CLI-0236,ORG-0006,Jesse,MCdanIel,,,1961-09-21,65,male,non_indigenous,canadian_citizen,False,english,unsheltered,homeless,2022-12-21,07/11/2024,211,False,True,False,False,False,False,,False,,VI_SPDAT,23/02/2026,8.0,high,04/11/2026,False,,,full,all_dsa_agencies,CNS-02946,2503132846,cameron49@example.com
CLI-0237,ORG-0004,Tammy,French,,Colleen,1983-08-17,43,female,first_nations,canadian_citizen,False,english,housed,housed,2024-08-10,2024-09-25,1036,True,True,False,True,False,False,,False,,none,,,,"February 28, 2026",True,Pauquachin,No secondary use; annual review; nation data steward approval,none,single_agency_only,CNS-02373,,
CLI-0238,ORG-0002,Matthew,peck,Ronald,,2009-02-18,17,male,first_nations,canadian_citizen,False,english,emergency_shelter,homeless,"November 23, 2020",2023-01-01,277,True,True,False,True,False,True,active,True,p2,VI_SPDAT,2025-10-30,1.0,low,2026-03-09,True,Tsawout,No secondary use; annual review; nation data steward approval,full,single_agency_only,CNS-04689,(250) 528-8741,
CLI-0239,ORG-0001,kimberly,Holland,,,2005-01-14,21,female,unknown,canadian_citizen,False,english,emergency_shelter,homeless,2019-08-08,10/15/2023,374,False,False,True,False,False,False,,True,p3,VI_SPDAT,2023-01-03,10.0,high,2026-03-19,False,,,minimal,limited_agencies,CNS-02981,250-815-4719,
CLI-0240,ORG-0001,SUSAN,serrano,Charles,,,40,unknown,non_indigenous,permanent_resident,False,indigenous_language,emergency_shelter,homeless,02/19/2021,2026-01-22,914,False,True,True,False,True,False,,False,,VI_SPDAT,06/19/2024,11.0,high,04/19/2026,False,,,none,single_agency_only,CNS-02298,(250) 847-1325,ithomas@example.net
CLI-0241,ORG-0004,Carol,Parker,Kaitlyn,,1946-06-01,80,female,first_nations,permanent_resident,False,english,housed,housed,07/14/2025,2026-02-26,282,False,True,True,True,False,True,housed,True,p3,local,2023-01-18,9.0,high,2026-02-03,True,Songhees,No secondary use; annual review; nation data steward approval,none,single_agency_only,CNS-03215,250-924-0864,michelle90@example.net
CLI-0242,ORG-0004,Keith,Roberts,,,1973-11-23,53,male,first_nations,canadian_citizen,False,english,couch_surfing,homeless,2025-03-01,09/19/2025,257,True,False,True,False,False,False,,False,,VI_SPDAT,2026-03-04,14.0,very_high,2026-04-15,True,Esquimalt,No secondary use; annual review; nation data steward approval,partial,all_dsa_agencies,CNS-00341,250-543-3708,briana19@example.org
CLI-0243,ORG-0003,BECKY,Barker,,,1972-09-24,54,female,inuit,canadian_citizen,False,english,transitional_housing,homeless,2018-08-02,2022-03-17,915,False,False,False,True,False,False,,False,,VI_SPDAT,11/25/2025,15.0,very_high,2026-01-24,False,,,partial,all_dsa_agencies,CNS-04101,250-783-4072,ucross@example.org
CLI-0244,ORG-0005,Michael,Bender,,,2004-04-11,22,male,non_indigenous,canadian_citizen,False,english,emergency_shelter,homeless,21/05/2023,2025-10-21,79,False,False,False,True,False,False,,False,,VI_SPDAT,2024-05-03,7.0,moderate,2026-03-03,False,,,full,single_agency_only,CNS-03654,250.325.2861,
CLI-0245,ORG-0009,jONAthAn,SNYDER,,,999,27,male,first_nations,canadian_citizen,False,english,unknown,homeless,04/10/2024,2024-06-02,633,False,True,False,False,False,False,,True,p2,VI_SPDAT,2023-01-22,12.0,very_high,2026-03-18,True,Songhees,No secondary use; annual review; nation data steward approval,none,no_sharing,CNS-01699,250-803-2148,anthonymcfarland@example.net
CLI-0246,ORG-0007,Bobby,Williams,Ryan,,1991-10-07,35,male,first_nations,unknown,False,english,transitional_housing,homeless,2018-07-01,2019-03-05,291,False,False,False,True,False,False,,False,,VI_SPDAT,2026-01-13,9.0,high,2026-02-06,True,Esquimalt,No secondary use; annual review; nation data steward approval,partial,no_sharing,CNS-04365,250.533.8373,Unknown
CLI-0247,ORG-0005,Frank,Wright,,,1992-11-22,34,male,non_indigenous,canadian_citizen,False,english,institution,homeless,2021-09-19,2024-12-16,717,False,True,True,False,False,True,inactive,True,p3,VI_SPDAT,"March 28, 2023",2.0,low,03/23/2026,False,,,partial,all_dsa_agencies,CNS-01489,250-329-6640,
CLI-0248,ORG-0004,anna,Hayden,Mary,,1987-12-25,39,non_binary,non_indigenous,canadian_citizen,False,english,transitional_housing,homeless,2018-05-03,2020-07-26,435,True,True,False,False,True,True,inactive,True,p3,VI_SPDAT,2024-05-18,4.0,moderate,2026-02-10,False,,,partial,all_dsa_agencies,CNS-00352,(250) 787-0500,vtaylor@example.org
CLI-0249,ORG-0003,Laura,Sampson,Yvonne,,1998-02-11,28,non_binary,non_indigenous,canadian_citizen,False,english,emergency_shelter,homeless,2022-03-31,2026-02-20,796,False,False,False,False,False,True,active,True,p1,none,,,,2026-04-04,False,,,partial,single_agency_only,CNS-01590,250-823-5388,collinsgregory@example.com
CLI-0250,ORG-0003,Megan,Adams,,,1952-09-19,74,female,non_indigenous,unknown,False,english,emergency_shelter,homeless,2021-08-12,2025-08-10,795,False,False,True,False,False,False,,False,,family,2026-04-10,9.0,high,2026-04-12,False,,,full,limited_agencies,CNS-02002,250-284-9225,victor24@example.com
CLI-0251,ORG-0004,Amanda,Avila,Thomas,,,39,female,unknown,canadian_citizen,True,english,unsheltered,homeless,01/04/2023,02/09/2025,867,False,True,True,False,False,False,,False,,TAY_VI_SPDAT,2024-06-27,9.0,high,2026-04-11,False,,,full,single_agency_only,CNS-01615,,
CLI-0252,ORG-0002,Matthew,Moon,,,2006-09-17,20,male,first_nations,canadian_citizen,False,english,emergency_shelter,homeless,2021-01-30,2022-02-24,312,True,True,False,False,False,False,,False,,family,2024-09-05,7.0,moderate,2026-02-24,False,,,minimal,no_sharing,CNS-00356,(250) 627-0742,
CLI-0253,ORG-0007,Catherine,Richards,Cynthia,,1964-04-08,62,female,non_indigenous,canadian_citizen,False,english,emergency_shelter,homeless,2023-01-19,2026-03-07,91,False,False,False,False,False,False,,True,p2,VI_SPDAT,2024-12-27,13.0,very_high,2026-03-03,False,,,partial,no_sharing,CNS-00357,250-461-8913,N/A
CLI-0254,ORG-0007,John,Davis,Michael,,1971-10-26,55,male,first_nations,canadian_citizen,False,english,unknown,homeless,2020-02-12,2025-06-09,252,False,False,False,False,False,False,,False,,VI_SPDAT,2026-02-06,8.0,high,2026-02-10,True,Pauquachin,No secondary use; annual review; nation data steward approval,full,no_sharing,CNS-02499,(250) 900-1230,flemingcody@example.org
CLI-0255,ORG-0001,FELICIA,Santiago,,,Unknown,31,female,first_nations,canadian_citizen,False,indigenous_language,emergency_shelter,homeless,2019-06-18,10/07/2021,664,False,True,False,False,False,False,,False,,VI_SPDAT,2026-04-18,9.0,high,2026-02-13,True,Esquimalt,No secondary use; annual review; nation data steward approval,none,single_agency_only,CNS-01630,(250) 952-9860,Unknown
CLI-0256,ORG-0004,Scott,riveRA,,,1966-10-26,60,male,non_indigenous,canadian_citizen,False,english,couch_surfing,homeless,05/22/2022,28/10/2025,388,False,False,True,True,False,False,,False,,none,,,,2026-04-13,False,,,partial,all_dsa_agencies,CNS-03501,250-489-2597,michele23@example.net
CLI-0257,ORG-0007,Melissa,ROBERTS,Sierra,,09/10/1952,74,female,first_nations,canadian_citizen,False,english,transitional_housing,homeless,2022-08-08,2025-02-16,367,False,False,False,False,False,False,,False,,VI_SPDAT,2025-08-03,12.0,very_high,03/08/2026,False,,,minimal,no_sharing,CNS-01320,250-659-7078,
CLI-0258,ORG-0004,Robin,PIERCE,,,2004-03-11,22,female,non_indigenous,canadian_citizen,False,english,unsheltered,homeless,2019-12-28,2023-04-15,284,True,False,False,False,False,False,,False,,VI_SPDAT,2023-11-11,5.0,moderate,2026-03-16,False,,,minimal,limited_agencies,CNS-00366,(250) 487-4115,wigginsrita@example.net
